Indexes,Material=Steel,Material=Aluminum,Material=Titanium,SSB_Include,CSB_Include,CS Length,BB Drop,Stack,SS E,ST Angle,BB OD,TT OD,HT OD,DT OD,CS OD,SS OD,ST OD,CS F,HT LX,ST UX,HT UX,HT Angle,HT Length,ST Length,BB Length,Dropout Offset,SSB OD,CSB OD,SSB Offset,CSB Offset,SS Z,SS Thickness,CS Thickness,TT Thickness,BB Thickness,HT Thickness,ST Thickness,DT Thickness,DT Length,valid
1062,1,0,0,0,0,1.05,-0.3812,0.5656,0.04492,71,0.0381,0.0227,0.0318,0.034,0.023,0.015425,0.0318,0.005,0.02,0.0171,0.005,72,0.1308,0.027100000000000003,0.068,0.13,0.015842532,0.017745538284398395,0.33,0.3,0.03,0.00543168,0.009539214,0.004107692,0.000706919,0.008776115,0.003126946,0.000556956,0.4523432824775317,1
1063,1,0,0,0,0,0.43,0.055,0.5656,0.045,72.5,0.04,0.0286,0.045,0.0365,0.023350000000000003,0.013000000000000001,0.0318,0.015,0.0369,0.039,0.0369,72.5,0.2786,0.63,0.068,0.13,0.015842532,0.017745538284398395,0.33,0.3,0.009,0.006144062,0.004847771,0.002009604,0.000653468,0.009119648,0.003071413,0.007049703,0.6712772535885383,0
1064,0,1,0,1,0,0.406,0.069,0.5656,0.045,73.5,0.04,0.0375,0.055,0.044000000000000004,0.0335,0.0115,0.04,0.015,0.0666,0.0456,0.0283,73,0.17,0.6256,0.068,0.13,0.016,0.017745538284398395,0.33,0.3,0.02,0.000510905,0.001727901,0.001082014,0.003553909,0.005368489,0.000863145,0.001596667,0.6712357318086345,0
1065,1,0,0,0,0,0.74,0,0.5656,0.045,68,0.0381,0.0254,0.0318,0.034,0.018000000000000002,0.014425,0,0.005,0.1,0.02,0.027999999999999997,68,0.16,0,0.068,0.13,0.015842532,0.017745538284398395,0.33,0.3,0.03,0.000776012,0.000545467,0.000871073,0.000740525,0.004315571,0.000566612,0.002865253,0.5514834065752825,1
1066,0,0,1,0,0,0.435,0.075,0.5656,0.045,73.5,0.04,0.0286,0.045,0.0365,0.023350000000000003,0.013000000000000001,0.0318,0.015,0.0515,0.0486,0.04,72,0.12,0.5182,0.068,0.135,0.015842532,0.017745538284398395,0.33,0.3,0.009,0.004915607,0.006023923,0.000741609,0.002690583,0.001999341,0.003029028,0.009818816,0.659018728,0
1067,0,1,0,1,0,0.42,0.015,0.5656,0.05,72.3,0.06,0.030200000000000005,0.0583,0.0365,0.02,0.02,0.03,0.015,0.0607,0.052000000000000005,0.0343,70,0.1409,0.457,0.068,0.13,0.02,0.017745538284398395,0.36,0.3,0.009,0.005154937,0.000953067,0.000511092,0.000726045,0.006806508,0.005578634,0.001176528,0.6430287010528954,0
1068,1,0,0,1,0,0.365,0.04,0.5656,0.05,72.99999999999999,0.04,0.0286,0.045,0.0365,0.023350000000000003,0.013000000000000001,0.0318,0.015,0.0485,0.05,0.032299999999999995,73.99999999999999,0.1497,0.52,0.068,0.135,0.016,0.017745538284398395,0.33,0.3,0.009,0.003752927,0.004369563,0.006581323,0.000926944,0.009186592,0.00069183,0.000994366,0.6494293795678973,0
1069,1,0,0,1,0,0.36,0.045,0.5656,0.05,73.5,0.04,0.0286,0.045,0.0365,0.023350000000000003,0.013000000000000001,0.0318,0.015,0.0484,0.047,0.0371,74,0.15,0.547,0.068,0.135,0.016,0.017745538284398395,0.33,0.3,0.009,0.004100188,0.009563664,0.002734226,0.006821459,0.001831348,0.008632876,0.004203426,0.6339155332562739,0
1070,1,0,0,0,0,0.37,0.04,0.5656,0.05,75,0.04,0.0277,0.045,0.0365,0.023350000000000003,0.013000000000000001,0.0318,0.015,0.0487,0.035,0.035,74,0.0898,0.54,0.068,0.13,0.015842532,0.017745538284398395,0.33,0.3,0.009,0.001217674,0.001591421,0.000735129,0.003924151,0.000873625,0.000583433,0.000586856,0.6358038617109167,0
1071,0,1,0,0,0,0.4,0.011613050075649426,0.5656,0.035,72.16368066491853,0.04,0.0345,0.045,0.0525,0.02625,0.0185,0.03,0.015,0.0709,0.0298,0.0288,71.16368066491853,0.115,0.31980000000000003,0.068,0.135,0.015842532,0.017745538284398395,0.33,0.3,0.009,0.006275769,0.004704561,0.004528997,0.003415036,0.000584287,0.009521788,0.003711979,0.6492324533231721,0
1072,0,1,0,0,0,0.355,-2.44E-15,0.5656,0.035,73,0.04,0.0375,0.043,0.06,0.031,0.0175,0.033,0.015,0.0737,0.032100000000000004,0.0396,73,0.11800000000000001,0.2921,0.068,0.135,0.015842532,0.017745538284398395,0.33,0.3,0.009,0.000657062,0.006833943,0.002679782,0.002487143,0.006287255,0.00251826,0.003862928,0.6064389850006491,0
1073,0,1,0,0,0,0.37,0.001875694,0.5656,0.045,75.48075046,0.04,0.030950000000000005,0.045,0.0365,0.027999999999999997,0.018000000000000002,0.032,0.015,0.052000000000000005,0.035,0.021,70.98075046,0.115,0.321,0.068,0.13,0.015842532,0.017745538284398395,0.33,0.3,0.009,0.000734591,0.002846455,0.006289554,0.001406387,0.001197362,0.000723924,0.000600314,0.5981499066459437,0
1074,0,1,0,0,0,0.355,0.029928602135337937,0.5656,0.045,80.14312333281218,0.04,0.030950000000000005,0.045,0.0365,0.027999999999999997,0.018000000000000002,0.032,0.015,0.052000000000000005,0.035,0.021,75.64312333281218,0.115,0.313,0.068,0.13,0.015842532,0.017745538284398395,0.33,0.3,0.009,0.002526562,0.002722254,0.003490794,0.004252904,0.001679925,0.007382131,0.004704561,0.6344776552382555,0
1075,0,1,0,0,0,0.381,0.004310314,0.5656,0.0335,71.70094776806883,0.04,0.030200000000000005,0.044000000000000004,0.0485,0.027999999999999997,0.019,0.032,0.015,0.052000000000000005,0.04,0.021,70.70094776806883,0.115,0.34700000000000003,0.068,0.13,0.015842532,0.017745538284398395,0.33,0.3,0.009,0.006957503,0.00077092,0.007463564,0.002060203,0.000951674,0.000530128,0.006485755,0.592460237,0
1076,0,1,0,0,0,0.374,0.03,0.5656,0.0285,73.5,0.04,0.029700000000000008,0.0435,0.0475,0.027999999999999997,0.019,0.032,0.015,0.06,0.035,0.018000000000000002,72.5,0.113,0.336,0.068,0.13,0.015842532,0.017745538284398395,0.33,0.3,0.009,0.000619041,0.008220042,0.001437586,0.005888881,0.003687626,0.006697865,0.001347976,0.6129635602111635,0
1077,0,1,0,0,0,0.41100000000000003,0.022608208435739987,0.5656,0.0285,71.06175542,0.04,0.0327,0.048,0.06,0.0335,0.019,0.032,0.015,0.062,0.035,0.018000000000000002,67.06175542,0.11,0.413,0.068,0.13,0.015842532,0.017745538284398395,0.33,0.3,0.009,0.001109664,0.00380266,0.003769432,0.001109664,0.005897501,0.005124863,0.000950283,0.5868725974570141,0
1078,0,1,0,0,0,0.41100000000000003,0.025664572582479023,0.5656,0.0285,70.79090189998958,0.04,0.0327,0.048,0.06,0.0335,0.019,0.032,0.015,0.062,0.035,0.018000000000000002,66.79090189998958,0.115,0.44,0.068,0.13,0.015842532,0.017745538284398395,0.33,0.3,0.009,0.001515317,0.00212758,0.000652513,0.006135081,0.004218825,0.001000201,0.000755293,0.5969108231247471,0
1079,0,1,0,0,0,0.39799999999999996,0.045,0.5656,0.055,73,0.04,0.0327,0.048,0.06,0.025,0.0175,0.032,0.015,0.055,0.035,0.032,72,0.125,0.5,0.068,0.13,0.015842532,0.017745538284398395,0.33,0.3,0.009,0.004860196,0.009822408,0.0014754,0.001771408,0.001099565,0.000999104,0.00089464,0.6363346315787344,0
1080,1,0,0,0,1,0.755,0.0775,0.5656,0.045,74,0.04,0.0286,0.045,0.0365,0.0297,0.0291,0.0318,0.015,0.0499,0.059000000000000004,0.034,73,0.145,0.525,0.068,0.135,0.015842532,0.018000000000000002,0.33,0.3,0.009,0.001034424,0.000870436,0.002653453,0.00124742,0.001019403,0.007280257,0.001787676,0.6600178252816525,0
1081,0,1,0,0,0,0.4,0.045,0.5656,0.055,73.5,0.04,0.0327,0.048,0.06,0.025,0.0175,0.032,0.015,0.055,0.035,0.032,72.5,0.14,0.53,0.068,0.13,0.015842532,0.017745538284398395,0.33,0.3,0.009,0.001456104,0.000913149,0.001601345,0.000847507,0.001221688,0.006128354,0.001587352,0.6503990060262498,0
1082,0,1,0,0,0,0.405,0.045,0.5656,0.055,73.49999999999996,0.04,0.0327,0.048,0.06,0.025,0.0175,0.032,0.015,0.055,0.035,0.032,73.49999999999996,0.155,0.56,0.068,0.13,0.015842532,0.017745538284398395,0.33,0.3,0.009,0.00077092,0.008390112,0.001095151,0.002858973,0.002543248,0.006957503,0.008196029,0.6687786092976412,0
1083,0,1,0,0,0,0.425,0.05,0.5656,0.055,69.5,0.04,0.0371,0.045,0.042,0.03435,0.0165,0.031,0.015,0.0438,0.0315,0.0085,63,0.1,0.3815,0.068,0.135,0.015842532,0.017745538284398395,0.33,0.3,0.009,0.002269017,0.008316798,0.001387994,0.001723484,0.006542928,0.004883356,0.003819384,0.5865673871020851,0
1084,1,0,0,0,0,0.4,0.037000000000000005,0.5656,0.04,74.5,0.0381,0.0254,0.0317,0.034,0.01735,0.0105,0.0286,0.015,0.044000000000000004,0.3,0.03,73,0.1238,0.5,0.068,0.12,0.015842532,0.017745538284398395,0.33,0.3,0.0106,0.001037075,0.000514655,0.001546103,0.00203847,0.000544869,0.009016848,0.005552176,0.6234443656860658,0
1085,1,0,0,0,0,0.44108,0.045,0.5656,0.2,72,0.04,0.0286,0.045,0.0365,0.02,0.013000000000000001,0.0318,0.015,0.0566,0.0316,0.043,72,0.1872,0.615,0.068,0.135,0.015842532,0.017745538284398395,0.33,0.3,0.009,0.003071413,0.001508682,0.001240143,0.001452382,0.000961468,0.002395205,0.000523195,0.6446154217114433,0
1086,0,1,0,0,0,0.406,0.07,0.5656,0.08,73.5,0.08,0.0425,0.055,0.05,0.036000000000000004,0.023,0.035,0.015,0.0528,0.0677,0.0376,72.5,0.1599,0.55,0.068,0.13,0.015842532,0.017745538284398395,0.33,0.3,0.009,0.001525325,0.00117052,0.009733018,0.002129137,0.0006204,0.008889163,0.003345812,0.6462164583073476,0
1087,1,0,0,1,0,0.375,0.04,0.5656,0.05,73.5,0.04,0.0286,0.045,0.0365,0.023350000000000003,0.013000000000000001,0.0318,0.015,0.0485,0.04,0.032299999999999995,74,0.15030000000000002,0.52,0.068,0.135,0.016,0.017745538284398395,0.33,0.3,0.009,0.001418785,0.001951664,0.002027319,0.000809046,0.00332386,0.000602073,0.00061633,0.6493595286397343,0
1088,0,1,0,0,0,0.377,-0.025,0.5656,0.03,75.5,0.04,0.0337,0.045,0.0365,0.0295,0.0185,0.033,0.015,0.04,0.025,0.02,72.5,0.1,0.135,0.068,0.13,0.015842532,0.017745538284398395,0.33,0.3,0.009,0.004228092,0.000844722,0.001434435,0.007117051,0.001603103,0.001729798,0.002331257,0.6194912354862343,0
1089,0,0,1,0,0,0.42,0.068,0.5656,0.045,72.5,0.04,0.03175,0.0349,0.0365,0.0257,0.018000000000000002,0.0349,0.015,0.0415,0.0402,0.033600000000000005,73,0.1914,0.6027,0.068,0.13,0.015842532,0.017745538284398395,0.33,0.3,0.009,0.000525111,0.007169294,0.000729772,0.002702416,0.003626112,0.00139716,0.004271607,0.6735307557220376,0
1090,0,1,0,0,0,0.445,0.005,0.5656,0.045,71.5,0.04,0.0616,0.055,0.061499999999999985,0.02835,0.018000000000000002,0.0418,0.015,0.0729,0.0577,0.0448,74,0.145,0.3337,0.068,0.135,0.015842532,0.017745538284398395,0.33,0.3,0.009,0.002580723,0.000671884,0.002140065,0.000637418,0.000667964,0.00212758,0.006466808,0.7108250266191161,2
1091,1,0,0,0,0,0.425,0.065,0.5656,0.17,74.5,0.04,0.0286,0.045,0.0365,0.023350000000000003,0.013000000000000001,0.0318,0.015,0.0431,0.17,0.045,70.5,0.1097,0.655,0.068,0.135,0.015842532,0.017745538284398395,0.33,0.3,0.009,0.006361261,0.006370573,0.000673606,0.003217422,0.000680539,0.003108703,0.000884231,0.6480559295921577,0
1092,0,1,0,0,0,0.419,0.07,0.5656,0.045,73,0.04,0.0286,0.045,0.0365,0.0195,0.013000000000000001,0.0318,0.015,0.0469,0.0486,0.0351,71,0.1502,0.5146000000000001,0.068,0.135,0.015842532,0.017745538284398395,0.33,0.3,0.009,0.002332963,0.003869998,0.006054843,0.000758615,0.003544823,0.002021396,0.002708352,0.6618247780227207,0
1093,0,1,0,0,0,0.419,0.07,0.5656,0.045,73,0.04,0.0286,0.045,0.0365,0.0195,0.013000000000000001,0.0318,0.015,0.0486,0.0486,0.0351,71,0.1222,0.5146000000000001,0.068,0.135,0.015842532,0.017745538284398395,0.33,0.3,0.009,0.006207296,0.009797296,0.002066239,0.000796133,0.002282332,0.000699974,0.003093959,0.6769919700039575,0
1094,0,0,1,0,0,0.49,0.06,0.5656,0.045,73,0.04,0.029700000000000008,0.045,0.0365,0.02,0.02,0.0318,0.015,0.04,0.04,0.03,70,0.1952,0.43,0.1,0.17,0.015842532,0.017745538284398395,0.33,0.3,0.009,0.000659228,0.00253953,0.004791372,0.000723924,0.001756571,0.000756399,0.004127267,0.7234639188983728,0
1095,0,0,1,0,0,0.49,0.06,0.5656,0.045,73,0.04,0.029700000000000008,0.045,0.0365,0.02,0.02,0.0318,0.015,0.05,0.04,0.03,70,0.1952,0.43,0.1,0.17,0.015842532,0.017745538284398395,0.33,0.3,0.009,0.005284731,0.001127663,0.00087171,0.000892352,0.009053192,0.007507362,0.009159756,0.7286754218390885,0
1096,0,0,1,0,0,0.49,0.06,0.5656,0.045,73,0.04,0.029700000000000008,0.045,0.0365,0.02,0.02,0.0318,0.015,0.05,0.04,0.03,70,0.1419,0.48,0.1,0.17,0.015842532,0.017745538284398395,0.33,0.3,0.009,0.000535584,0.001642265,0.003080412,0.005529887,0.004819489,0.009840384,0.006927038,0.7268905664825633,0
1097,0,0,1,0,0,0.49,0.06,0.5656,0.045,73,0.04,0.029700000000000008,0.045,0.0365,0.02,0.02,0.0318,0.015,0.05,0.04,0.03,70,0.1426,0.43,0.1,0.17,0.015842532,0.017745538284398395,0.33,0.3,0.009,0.003660754,0.000571188,0.003053495,0.001900948,0.008377849,0.00396164,0.001173091,0.7268905664825633,0
1098,0,1,0,0,0,0.405,0.07,0.5656,0.06,73.5,0.04,0.038,0.045,0.0485,0.023350000000000003,0.013000000000000001,0.0318,0.015,0.0499,0.049100000000000005,0.032600000000000004,73,0.145,0.4991,0.068,0.13,0.015842532,0.017745538284398395,0.33,0.3,0.009,0.003096223,0.007221921,0.009233745,0.00095516,0.000788599,0.003717413,0.000855916,0.6429971834772233,0
1099,0,0,1,0,0,0.54,0.06,0.5656,0.045,73,0.04,0.029700000000000008,0.045,0.0365,0.02,0.02,0.0318,0.015,0.05,0.04,0.03,70,0.1426,0.43,0.1,0.17,0.015842532,0.017745538284398395,0.33,0.3,0.009,0.00091616,0.008563702,0.006697865,0.001206151,0.001355886,0.000746506,0.008715348,0.7268905664825633,0
1100,0,1,0,0,0,0.38799999999999996,0.05,0.5656,0.055,76,0.04,0.030200000000000005,0.044000000000000004,0.0365,0.03,0.0165,0.035,0.015,0.0495,0.0376,0.0413,75,0.12,0.5676,0.068,0.12,0.015842532,0.017745538284398395,0.33,0.3,0.009,0.002498995,0.002384717,0.001843442,0.008439347,0.000957259,0.000793807,0.004331381,0.6353552470251235,0
1101,0,1,0,0,0,0.3559,0.007,0.5656,0.045,74.5,0.04,0.0286,0.045,0.0365,0.023350000000000003,0.013000000000000001,0.0318,0.015,0.0524,0.0422,0.0264,70,0.125,0.3202,0.068,0.135,0.015842532,0.017745538284398395,0.33,0.3,0.009,0.001601931,0.00428099,0.001026886,0.001759142,0.007685138,0.00884377,0.000902856,0.5616103489042418,0
1102,0,0,1,0,0,0.54,0.06,0.5656,0.045,73,0.04,0.029700000000000008,0.045,0.0365,0.02,0.02,0.0318,0.015,0.05,0.04,0.03,70,0.1426,0.43,0.1,0.17,0.015842532,0.017745538284398395,0.33,0.3,0.009,0.006519045,0.003480597,0.00273023,0.002234433,0.002250835,0.001921917,0.001345021,0.7268905664825633,0
1103,1,0,0,1,0,0.6713300000000001,0.07,0.5656,0.045,50.6,0.04,0.030200000000000005,0.045,0.0365,0.026000000000000002,0.013000000000000001,0.0318,0.015,0.035,0.05,0.065,63.5,0.15,0.425,0.068,0.135,0.016,0.017745538284398395,0.33,0.3,0.009,0.000622218,0.001352914,0.008178065,0.004656635,0.004502576,0.008620258,0.002104366,0.9099026381045204,0
1104,1,0,0,0,0,0.48,0,0.5656,0.205,90,0.0381,0.0286,0.0318,0.034,0.022000000000000002,0.01425,0.0286,0.015,0.04,0.2,0.03,75,0.0923,0.55,0.068,0.12,0.015842532,0.017745538284398395,0.33,0.3,0.0106,0.00071289,0.00124105,0.000993639,0.003360526,0.001126839,0.000609606,0.00067336,0.5617929318047793,0
1105,1,0,0,0,0,0.34299999999999997,0.02,0.5656,0.045,72.5,0.04,0.0286,0.045,0.0365,0.023350000000000003,0.0225,0.0318,0.015,0.0505,0.0288,0.0208,70.6,0.11,0.3088,0.068,0.13,0.015842532,0.017745538284398395,0.33,0.3,0.009,0.000766984,0.004865531,0.003589173,0.000969235,0.000868528,0.000873625,0.001815345,0.604713842,0
1106,1,0,0,0,0,0.36700000000000005,0.04,0.5656,0.045,73,0.04,0.0286,0.045,0.0365,0.023350000000000003,0.013000000000000001,0.0318,0.015,0.0498,0.0479,0.0353,73.5,0.1459,0.5199,0.068,0.13,0.015842532,0.017745538284398395,0.33,0.3,0.009,0.008214032,0.000636021,0.008824387,0.000625869,0.006901753,0.003282789,0.00509124,0.6099291392245637,0
1107,1,0,0,0,0,0.37,0.04,0.5656,0.045,73.5,0.04,0.0286,0.045,0.0365,0.023350000000000003,0.013000000000000001,0.0318,0.015,0.0501,0.06,0.0353,73.5,0.1534,0.61,0.068,0.135,0.015842532,0.017745538284398395,0.33,0.3,0.009,0.000761952,0.000918844,0.004955313,0.002573184,0.000693857,0.004955313,0.000631849,0.6085598002119424,0
1108,0,1,0,0,0,0.3821,0,0.5656,0.045,74,0.04,0.0286,0.045,0.0365,0.025,0.0175,0.0318,0.015,0.045,0.0338,0.0232,71,0.1,0.2938,0.068,0.13,0.015842532,0.017745538284398395,0.33,0.3,0.009,0.001083202,0.000770357,0.002011074,0.007382131,0.003816591,0.001453444,0.00133132,0.6456241141327788,0
1109,0,1,0,0,0,0.31977999999999995,-0.02,0.5656,0.045,74,0.04,0.0286,0.045,0.0365,0.025,0.0175,0.0318,0.015,0.0408,0.0376,0.0235,74.5,0.1,0.2176,0.068,0.13,0.015842532,0.017745538284398395,0.33,0.3,0.009,0.000679296,0.002877854,0.002407499,0.006130596,0.00307816,0.001894009,0.00437276,0.6226622080622983,0
1110,1,0,0,0,0,0.433,0.04,0.5656,0.023,73,0.04,0.027000000000000003,0.037000000000000005,0.0365,0.0195,0.0125,0.0286,0.015,0.1176,0.0156,0.040999999999999995,72,0.2667,0.5056,0.068,0.135,0.015842532,0.017745538284398395,0.33,0.3,0.027999999999999997,0.002637973,0.001049666,0.001513102,0.009782976,0.007994732,0.001963117,0.001482431,0.6260244191426448,1
1111,0,1,0,0,0,0.38793,0,0.5656,0.045,74,0.04,0.0286,0.045,0.0365,0.02,0.0165,0.0318,0.015,0.054700000000000006,0.0404,0.0191,72,0.1,0.2904,0.068,0.13,0.015842532,0.017745538284398395,0.33,0.3,0.009,0.005265441,0.001196486,0.005398018,0.003794325,0.000820367,0.003867168,0.000501832,0.6527834514322934,0
1112,0,1,0,0,0,0.38793,0,0.5656,0.045,74,0.04,0.0286,0.045,0.0365,0.02,0.0165,0.0318,0.015,0.054700000000000006,0.0404,0.0191,72,0.1,0.2904,0.068,0.13,0.015842532,0.017745538284398395,0.33,0.3,0.009,0.007518352,0.001448139,0.00129199,0.001846141,0.002118264,0.001928958,0.004977106,0.6527834514322934,0
1113,0,1,0,0,0,0.38793,0,0.5656,0.045,74,0.04,0.0286,0.045,0.0365,0.02,0.0165,0.0318,0.015,0.054700000000000006,0.0404,0.0191,72,0.1,0.2904,0.068,0.13,0.015842532,0.017745538284398395,0.33,0.3,0.009,0.008024021,0.002198768,0.000598123,0.000737282,0.000944048,0.001745046,0.000634163,0.6527834514322934,0
1114,0,1,0,0,0,0.38793,0,0.5656,0.045,74,0.04,0.0286,0.045,0.0365,0.026000000000000002,0.018000000000000002,0.0318,0.015,0.054700000000000006,0.0404,0.0191,72,0.1,0.2804,0.068,0.13,0.015842532,0.017745538284398395,0.33,0.3,0.009,0.004139359,0.000535584,0.003107566,0.002846455,0.001193864,0.000840408,0.00969749,0.6523796014803487,0
1115,1,0,0,1,0,0.435,0.062,0.5656,0.045,73.49999999999999,0.038,0.030200000000000005,0.0365,0.0365675,0.02085,0.0125,0.0286,0.015,0.045,0.04,0.02,70.99999999999999,0.11,0.435,0.068,0.135,0.016,0.017745538284398395,0.33,0.3,0.013999999999999999,0.000830024,0.002593969,0.002504484,0.000796715,0.002195554,0.002287345,0.003506147,0.6917540411901839,0
1116,1,0,0,1,0,0.43,0.032,0.5656,0.045,73,0.038,0.030200000000000005,0.0365,0.0365675,0.02085,0.0125,0.0286,0.015,0.035,0.04,0.027000000000000003,69.5,0.11,0.436,0.068,0.135,0.016,0.017745538284398395,0.33,0.3,0.013999999999999999,0.001129314,0.00060916,0.00254697,0.009725902,0.005529887,0.001422941,0.00199788,0.6543523404257369,0
1117,1,0,0,0,0,0.36700000000000005,0.04,0.5656,0.045,73,0.04,0.0286,0.045,0.0365,0.023350000000000003,0.013000000000000001,0.0318,0.015,0.049100000000000005,0.0484,0.0351,74,0.14800000000000002,0.525,0.068,0.135,0.015842532,0.017745538284398395,0.33,0.3,0.009,0.003797102,0.002140065,0.001454508,0.00085404,0.001848843,0.001042017,0.004826544,0.6368368473213526,0
1118,0,1,0,0,0,0.38834,0,0.5656,0.045,74,0.04,0.029700000000000008,0.054000000000000006,0.0465,0.025,0.0165,0.0318,0.015,0.04,0.0539,0.027100000000000003,72,0.1,0.3539,0.068,0.13,0.015842532,0.017745538284398395,0.33,0.3,0.009,0.000780565,0.005765293,0.008582512,0.003658077,0.00189124,0.001523095,0.000547065,0.6462189622637031,0
1119,1,0,0,0,0,0.405,0.055,0.5656,0.03,73,0.04,0.0254,0.0317,0.0365,0.023350000000000003,0.013000000000000001,0.0318,0.015,0.035,0.02,0.038200000000000005,73,0.17,0.58,0.068,0.12,0.015842532,0.017745538284398395,0.33,0.3,0.009,0.001216783,0.007913289,0.007913289,0.003407551,0.002825712,0.00146733,0.005441621,0.6369527594299469,0
1120,1,0,0,1,0,0.6713300000000001,0.07,0.5656,0.045,50.6,0.04,0.030200000000000005,0.045,0.0365,0.026000000000000002,0.013000000000000001,0.0318,0.015,0.035,0.05,0.065,62.5,0.15,0.425,0.068,0.135,0.016,0.017745538284398395,0.33,0.3,0.009,0.00125199,0.001118627,0.000512215,0.001449199,0.006528587,0.000512215,0.002560043,0.902394577,0
1121,1,0,0,1,0,0.44,0.078,0.5656,0.03,73,0.04,0.0273,0.036000000000000004,0.031,0.01775,0.0105,0.0286,0.015,0.046,0.0256,0.04,74,0.1753,0.63,0.068,0.13,0.013999999999999999,0.017745538284398395,0.33,0.3,0.006,0.000836728,0.002573184,0.000575381,0.001108042,0.004109195,0.009542703,0.001769465,0.7022800769687347,0
1122,1,0,0,0,0,0.415,0.057999999999999996,0.5656,0.03,75.5,0.04,0.0286,0.045,0.0365,0.023350000000000003,0.013000000000000001,0.0318,0.015,0.0485,0.02,0.03,74.5,0.1469,0.5770000000000001,0.068,0.13,0.015842532,0.017745538284398395,0.33,0.3,0.009,0.002203598,0.006542928,0.004243582,0.00892173,0.001371846,0.001454508,0.004912013,0.6848066639072757,0
1123,1,0,0,0,0,0.38355,0.021341412,0.5656,0.037000000000000005,69.94,0.045,0.039,0.05,0.0345,0.018000000000000002,0.015,0.0268,0.015,0.0588,0.034,0.0257,70.44,0.11,0.31,0.17,0.135,0.015842532,0.017745538284398395,0.33,0.3,0.009,0.001847492,0.007919079,0.006103752,0.00091549,0.007623558,0.003042349,0.009747266,0.6792931712438525,2
1124,0,0,1,0,0,0.54,0.06,0.5656,0.045,73,0.04,0.029700000000000008,0.045,0.0365,0.02,0.02,0.0318,0.015,0.06,0.04,0.03,70,0.1658,0.38,0.1,0.17,0.015842532,0.017745538284398395,0.33,0.3,0.009,0.000793227,0.001430245,0.003788779,0.001768172,0.004988039,0.004677114,0.003594427,0.7330151158519922,0
1125,0,1,0,0,0,0.405,0.07392143,0.5656,0.045,75.06374153269766,0.04,0.0355,0.005,0.0365,0.00235,0.0075,0.0318,0.015,0.0505,0.0508,0.0805,74.56374153269766,0.15,0.6108,0.068,0.13,0.015842532,0.017745538284398395,0.33,0.3,0.009,0.006340359,0.00234151,0.00410619,0.002861065,0.001958814,0.0021385,0.005884576,0.6339862823442071,0
1126,0,1,0,0,0,0.38516,0,0.5656,0.045,73.5,0.04,0.0286,0.045,0.0365,0.022000000000000002,0.0165,0.0318,0.015,0.0507,0.0448,0.0169,71.5,0.1,0.3048,0.068,0.13,0.015842532,0.017745538284398395,0.33,0.3,0.009,0.005769511,0.004157563,0.004256015,0.001174808,0.001668904,0.000639286,0.001748879,0.6251855597816953,0
1127,0,1,0,0,0,0.405,0.045,0.5656,0.15,74,0.04,0.032,0.05,0.042,0.021,0.0125,0.0318,0.015,0.049100000000000005,0.047,0.0371,73,0.13,0.547,0.068,0.13,0.015842532,0.017745538284398395,0.33,0.3,0.009,0.00828644,0.006358935,0.000533629,0.001100772,0.003410044,0.002173188,0.003701136,0.6259646345709793,0
1128,0,1,0,0,0,0.42,0.07,0.5656,0.14,75,0.04,0.035,0.045,0.0365,0.035,0.019,0.0318,0.015,0.0572,0.0478,0.0287,73,0.0985,0.52,0.068,0.13,0.015842532,0.017745538284398395,0.33,0.3,0.009,0.004637941,0.002301609,0.006914384,0.009116314,0.002436728,0.002016229,0.001241504,0.6538754529165237,0
1129,0,1,0,0,0,0.415,0.08,0.5656,0.045,72,0.04,0.0286,0.045,0.0365,0.023350000000000003,0.013000000000000001,0.0318,0.015,0.0498,0.047200000000000006,0.0368,72.5,0.135,0.5582,0.068,0.13,0.015842532,0.017745538284398395,0.33,0.3,0.009,0.001510891,0.005603168,0.001140936,0.000784572,0.002096685,0.00147594,0.00884377,0.6530183634611956,0
1130,0,1,0,0,0,0.41,0.08,0.5656,0.045,73,0.04,0.0286,0.045,0.0365,0.023350000000000003,0.013000000000000001,0.0318,0.015,0.0498,0.0473,0.037000000000000005,72.5,0.1427,0.5682999999999999,0.068,0.13,0.015842532,0.017745538284398395,0.33,0.3,0.009,0.009356109,0.000982079,0.001041255,0.001828671,0.00067336,0.002856883,0.005533933,0.6533963747834538,0
1131,0,1,0,0,0,0.42,0.07,0.5656,0.14,75,0.04,0.035,0.045,0.0365,0.035,0.019,0.0318,0.015,0.0572,0.0478,0.0287,73,0.0985,0.52,0.068,0.13,0.015842532,0.017745538284398395,0.33,0.3,0.009,0.002416319,0.009985383,0.000941979,0.00291386,0.005465553,0.008934789,0.003228029,0.6538754529165237,0
1132,1,0,0,1,0,0.44,0.078,0.5656,0.03,73,0.04,0.0273,0.036000000000000004,0.031,0.01775,0.0105,0.0286,0.015,0.046,0.0256,0.04,74,0.1753,0.63,0.068,0.13,0.013999999999999999,0.017745538284398395,0.33,0.3,0.006,0.004525686,0.002491695,0.00083918,0.000768668,0.001171376,0.001764296,0.001743771,0.7022800769687347,0
